simbad_MAIN_ID,simbad_RA_ICRS,simbad_DEC_ICRS,simbad_ID_HD,simbad_SP_TYPE,simbad_OTYPE,simbad_OTYPE_V,simbad_OTYPE_3,simbad_RA_current,simbad_DEC_current,DEC,RA,simbad_separation_RADEC_ICRSJ2000,simbad_separation_RADEC_current,simbad_FLUX_V,simbad_PMRA,simbad_PMDEC,simbad_FLUX_R,simbad_FLUX_G,simbad_FLUX_J,simbad_FLUX_H,simbad_FLUX_K,simbad_FLUX_I,visible_from_Paranal
NAME CoKu Tau 1,04 18 51.4865,+28 20 26.105,,K7+M,YSO,Young Stellar Object,Y*O,04 18 51.4887,+28 20 26.091,28 20 26.1057,4 18 51.4866,0.0013089929752199004,0.03158220538209223,19.299999237060547,,,18.169999237060548,17.805599212646484,12.869999885559082,11.489999771118164,10.973999977111816,,True
BKLT J162708-241204,16 27 09.0793,-24 12 00.812,,M2.5,TTau*,T Tau-type Star,TT*,16 27 09.0813,-24 12 00.798,-24 12 00.8128,16 27 09.0793,0.001020670494884515,0.03051036281686613,,-6.937,-23.818,18.469999313354492,17.871700286865234,12.40999984741211,10.729999542236328,9.800000190734863,16.139999389648438,True
2MASS J04201611+2821325,04 20 16.1148,+28 21 32.516,,M8.3,YSO,Young Stellar Object,Y*O,04 20 16.1169,+28 21 32.501,28 21 32.516,4 20 16.1148,0.00025356292124395664,0.03129140730794683,,8.556,-25.181,,17.883399963378906,13.779000282287598,13.121999740600586,12.552000045776367,,True
[GY92] 284,16 27 30.8462,-24 24 56.099,,M3.25,TTau*,T Tau-type Star,TT*,16 27 30.8482,-24 24 56.084,-24 24 56.0994,16 27 30.8463,0.001104050101475899,0.030446868545286814,,-5.45,-26.678,18.450000762939453,17.948400497436523,12.694999694824219,10.946000099182129,10.069999694824219,16.239999771118164,True
Elia 2-20,16 26 18.8782,-24 28 19.698,,,TTau*,T Tau-type Star,TT*,16 26 18.8803,-24 28 19.683,-24 28 19.6981,16 26 18.8783,0.00112656018798007,0.031393309424911496,,-8.993,-27.342,,17.975400924682617,12.579000473022461,9.932999610900879,8.071999549865723,,True
2MASS J04330945+2246487,04 33 09.4629,+22 46 48.623,,M7.0,low-mass*,Low-mass star (M<1solMass),LM*,04 33 09.4649,+22 46 48.608,22 46 48.6237,4 33 09.463,0.0014253961107310925,0.030696062352932305,,10.667,-16.762,,18.021900177001953,13.154000282287598,12.142000198364258,11.545000076293945,16.260000228881836,True
BKLT J162656-241353,16 26 56.7840,-24 13 51.542,,K7,TTau*,T Tau-type Star,TT*,16 26 56.7860,-24 13 51.528,-24 13 51.543,16 26 56.7841,0.0015075671431411422,0.030185056212786183,,-10.454,-24.836,18.459999084472656,18.045700073242188,12.256999969482422,10.310999870300293,9.25100040435791,16.290000915527344,True
VSSG  24,16 27 13.7333,-24 18 16.861,,,YSO,Young Stellar Object,Y*O,16 27 13.7353,-24 18 16.846,-24 18 16.8611,16 27 13.7333,0.0001416983654911174,0.031233942903823076,,-7.608,-27.392,,18.07430076599121,12.255999565124512,10.246999740600586,9.286999702453613,,True
2MASS J16230544-2302566,16 23 05.4221,-23 02 57.437,,,Candidate_YSO,Young Stellar Object Candidate,Y*?,16 23 05.4241,-23 02 57.423,-23 02 57.4378,16 23 05.4222,0.0015425502632908624,0.03017443045289345,,,,,18.094499588012695,14.829999923706055,13.859000205993652,13.298999786376953,,True
2MASS J04231822+2641156,04 23 18.2522,+26 41 15.300,,M3.5,YSO,Young Stellar Object,Y*O,04 23 18.2543,+26 41 15.286,26 41 15.3009,4 23 18.2522,0.0010719316005043935,0.031310006063856206,,,,,18.104900360107422,12.656999588012695,11.019000053405762,10.182999610900879,,True
2MASS J04181710+2828419,04 18 17.1091,+28 28 41.921,,M6.4,TTau*,T Tau-type Star,TT*,04 18 17.1113,+28 28 41.906,28 28 41.921,4 18 17.1092,0.001150424589223316,0.031657935785008404,22.174999237060547,5.789,-25.031,,18.10580062866211,12.954000473022461,11.659000396728516,10.958000183105469,,True
2MASS J04480632+1551251,04 48 06.3286,+15 51 25.163,,M4.5,low-mass*,Low-mass star (M<1solMass),LM*,04 48 06.3304,+15 51 25.147,15 51 25.1632,4 48 06.3286,0.0004285090701754357,0.03026341715003742,,12.329,-19.894,,18.116500854492188,13.708000183105469,12.628999710083008,11.97599983215332,,True
2MASS J04355949+2238291,04 35 59.5010,+22 38 29.113,,,YSO,Young Stellar Object,Y*O,04 35 59.5030,+22 38 29.097,22 38 29.1131,4 35 59.5011,0.0013203729505406505,0.030885987978247268,,11.847,-16.94,,18.119800567626953,14.510000228881836,13.619999885559082,13.147000312805176,,True
ITG 34,04 41 10.7863,+25 55 11.540,,M5.5e,YSO,Young Stellar Object,Y*O,04 41 10.7883,+25 55 11.524,25 55 11.5405,4 41 10.7863,0.000491345552927871,0.031459195159083686,,4.52,-20.112,19.280000686645508,18.1382999420166,13.192999839782715,12.119999885559082,11.444999694824219,16.43000030517578,True
ISO-ChaI 138,11 08 18.4678,-77 30 40.889,,,low-mass*,Low-mass star (M<1solMass),LM*,11 08 18.4745,-77 30 40.903,-77 30 40.89,11 08 18.4678,0.0009594543208837468,0.025246536184741573,,-24.779,0.919,,18.247800827026367,14.057000160217285,13.465999603271484,13.039999961853027,16.770000457763672,True
ISO-ChaI 147,11 08 26.4689,-77 15 55.081,,M5.75,Candidate_YSO,Young Stellar Object Candidate,Y*?,11 08 26.4755,-77 15 55.094,-77 15 55.0813,11 08 26.4689,0.0002917075656870467,0.025155652614792894,,-22.017,-0.008,,18.26140022277832,13.715999603271484,12.885000228881836,12.347999572753906,16.809999465942383,True
ISO-Oph 204,16 31 52.1212,-24 56 15.712,,,TTau*,T Tau-type Star,TT*,16 31 52.1232,-24 56 15.697,-24 56 15.7124,16 31 52.1212,0.0006952490512622052,0.030770483631911205,,-7.568,-22.208,,18.274099349975586,11.782999992370605,9.390999794006348,7.557000160217285,,True
2MASS J04414825+2534304,04 41 48.2522,+25 34 30.569,,M8e,YSO,Young Stellar Object,Y*O,04 41 48.2543,+25 34 30.553,25 34 30.5691,4 41 48.2523,0.0012294082573800179,0.03161179906664038,,4.511,-19.605,,18.280099868774414,13.729999542236328,12.798999786376953,12.220000267028809,17.030000686645508,True
[BLH2002] KPNO-Tau  2,04 18 51.1522,+28 14 33.296,,M7.5Ve,low-mass*,Low-mass star (M<1solMass),LM*,04 18 51.1543,+28 14 33.282,28 14 33.2968,4 18 51.1522,0.0008830609260203661,0.031170716116249983,21.375999450683594,8.614,-24.653,,18.313400268554688,13.925000190734863,13.241000175476074,12.753000259399414,,True
2MASS J04311907+2335047,04 31 19.0749,+23 35 04.799,,M8,TTau*,T Tau-type Star,TT*,04 31 19.0769,+23 35 04.784,23 35 04.7997,4 31 19.075,0.0014764260442030274,0.03056256723042149,,8.083,-16.604,20.299999237060547,18.36669921875,13.506999969482422,12.720000267028809,12.194999694824219,17.5,True
2MASS J19015374-3700339,19 01 53.7542,-37 00 34.072,,M8.5,YSO,Young Stellar Object,Y*O,19 01 53.7559,-37 00 34.050,-37 00 34.0725,19 01 53.7543,0.0010076379953831746,0.029752695602151914,,5.204,-26.605,,18.373600006103516,14.083999633789062,13.399999618530273,13.020000457763672,,True
2MASS J04152409+2910434,04 15 24.1017,+29 10 43.514,,M7,TTau*,T Tau-type Star,TT*,04 15 24.1039,+29 10 43.500,29 10 43.5147,4 15 24.1018,0.001021065158964975,0.03162549054645482,,10.737,-19.436,,18.407100677490234,13.682999610900879,12.881999969482422,12.357000350952148,,True
2MASS J19005974-3647109,19 00 59.7450,-36 47 11.071,,M7,brownD*,Brown Dwarf (M<0.08solMass),BD*,19 00 59.7467,-36 47 11.050,-36 47 11.0716,19 00 59.7451,0.0008839221798015636,0.0293456780479344,,3.074,-28.846,,18.42490005493164,14.1899995803833,13.333000183105469,12.819999694824219,,True
CHSM  7869,11 06 32.7588,-76 25 21.063,,M6e,low-mass*,Low-mass star (M<1solMass),LM*,11 06 32.7651,-76 25 21.077,-76 25 21.064,11 06 32.7589,0.001002423503275813,0.02551628633536582,,-21.046,-0.146,,18.425399780273438,14.220000267028809,13.531000137329102,13.067000389099121,16.829999923706055,True
ISO-ChaI 217,11 09 52.1370,-76 39 12.880,,,YSO,Young Stellar Object,Y*O,11 09 52.1435,-76 39 12.893,-76 39 12.8801,11 09 52.1371,0.00031313456522329413,0.025681548262210332,,-21.546,-0.434,,18.42449951171875,13.531999588012695,12.538000106811523,11.822999954223633,16.6299991607666,True
2MASS J11074656-7615174,11 07 46.5885,-76 15 17.407,,M5.75e,YSO,Young Stellar Object,Y*O,11 07 46.5947,-76 15 17.420,-76 15 17.4072,11 07 46.5885,0.00021635605052105998,0.025427836631497974,,-22.626,1.26,,18.429500579833984,13.9399995803833,13.008000373840332,12.333000183105469,16.84000015258789,True
2MASS J04290068+2755033,04 29 00.6843,+27 55 03.298,,M8.8,TTau*,T Tau-type Star,TT*,04 29 00.6864,+27 55 03.284,27 55 03.2989,4 29 00.6844,0.0010984681924806976,0.030970502280058862,,8.648,-25.258,,18.444299697875977,14.015999794006348,13.324999809265137,12.852999687194824,,True
PSO J065.8871+19.8386,04 23 32.9100,+19 50 19.260,,L0.0,brownD*,Brown Dwarf (M<0.08solMass),BD*,04 23 32.9119,+19 50 19.245,19 50 19.2603,4 23 32.91,0.0005881019766291448,0.030480591364052848,,8.309,-10.676,,18.444000244140625,13.781999588012695,13.029000282287598,12.588000297546387,,True
2MASS J04363893+2258119,04 36 38.9288,+22 58 11.845,,M7.75,YSO,Young Stellar Object,Y*O,04 36 38.9308,+22 58 11.830,22 58 11.8459,4 36 38.9289,0.0011601320015336338,0.0312137436468966,21.65399932861328,9.548,-15.974,,18.44860076904297,13.723999977111816,12.861000061035156,12.366999626159668,16.8799991607666,True
IRAS 04158+2805,04 18 58.1407,+28 12 23.347,,M5.25,YSO,Young Stellar Object,Y*O,04 18 58.1428,+28 12 23.333,28 12 23.3477,4 18 58.1407,0.0008166820782800376,0.03096143938627492,,5.672,-23.139,,18.470399856567383,13.779999732971191,12.350000381469727,11.175999641418457,,True
[MDM2001] CFHT-BD-Tau 19,04 21 07.9716,+27 02 20.095,,M5IVe,YSO,Young Stellar Object,Y*O,04 21 07.9737,+27 02 20.080,27 02 20.0951,4 21 07.9717,0.0009652746240624278,0.031008824495083496,,,,,18.502300262451172,13.854999542236328,12.062000274658203,10.543000221252441,,True
2MASS J04340619+2418508,04 34 06.1944,+24 18 50.776,,M8.25,brownD*,Brown Dwarf (M<0.08solMass),BD*,04 34 06.1964,+24 18 50.760,24 18 50.7761,4 34 06.1945,0.0010250363454409517,0.030870090413659568,,6.38,-20.905,,18.50779914855957,14.104999542236328,13.489999771118164,13.067999839782715,,True
2MASS J16214848-2340273,16 21 48.4823,-23 40 27.306,,M5.5,Candidate_TTau*,T Tau star Candidate,TT?,16 21 48.4843,-23 40 27.292,-23 40 27.3068,16 21 48.4823,0.0009738443486404111,0.03072712968525152,,-5.389,-26.459,,18.53499984741211,13.593999862670898,12.343000411987305,11.687999725341797,17.5,True
WLY 2-69,16 32 21.0555,-24 30 35.938,,,YSO,Young Stellar Object,Y*O,16 32 21.0575,-24 30 35.922,-24 30 35.938,16 32 21.0556,0.0007206766014815687,0.031024859259584207,,-5.121,-24.069,,18.53529930114746,12.336999893188477,10.095999717712402,8.619999885559082,,True
2MASS J04332789+1758436,04 33 27.9011,+17 58 43.811,,M,Candidate_YSO,Young Stellar Object Candidate,Y*?,04 33 27.9030,+17 58 43.796,17 58 43.8117,4 33 27.9012,0.0010893851109346896,0.030592425114048808,,10.473,-19.371,,18.541400909423828,14.960000038146973,13.3100004196167,11.993000030517578,,True
2MASSW J1858509-370631,18 59 50.9453,-37 06 31.509,,,YSO,Young Stellar Object,Y*O,18 59 50.9470,-37 06 31.487,-37 06 31.509,18 59 50.9454,0.0009385412131091019,0.029357709232788767,,4.664,-27.211,,18.558500289916992,13.982999801635742,13.104000091552734,12.5649995803833,,True
V* HV Cha,11 09 22.6506,-76 34 32.169,,M0.75-M1.75,Orion_V*,Variable Star of Orion Type,Or*,11 09 22.6570,-76 34 32.183,-76 34 32.1698,11 09 22.6507,0.0008106210239971594,0.025674600033488107,,-22.673,0.349,,18.56719970703125,12.597000122070312,10.35099983215332,8.67300033569336,16.790000915527344,True
BKLT J162610-243353,16 26 09.9347,-24 33 54.105,,,YSO,Young Stellar Object,Y*O,16 26 09.9367,-24 33 54.090,-24 33 54.1054,16 26 09.9348,0.0008301575721189381,0.03067255641868829,,-4.944,-28.179,,18.585100173950195,13.0,11.729999542236328,10.800000190734863,,True
[MDM2001] CFHT-BD-Tau 10,04 21 46.3104,+26 59 29.396,,M6IVe,low-mass*,Low-mass star (M<1solMass),LM*,04 21 46.3125,+26 59 29.381,26 59 29.3961,4 21 46.3104,0.0006142145859290517,0.031325720173913656,,11.917,-18.326,,18.62849998474121,13.822999954223633,12.734000205993652,12.133999824523926,,True
ISO-ChaI 252,11 10 41.3837,-77 20 47.962,,,Candidate_YSO,Young Stellar Object Candidate,Y*?,11 10 41.3904,-77 20 47.975,-77 20 47.9627,11 10 41.3837,0.0006826824239358777,0.02517480939301672,22.399999618530273,-21.623,0.485,20.059999465942383,18.694299697875977,13.859999656677246,12.890999794006348,12.265999794006348,17.270000457763672,True
IRAS 04370+2559,04 40 08.0044,+26 05 25.424,,M,YSO,Young Stellar Object,Y*O,04 40 08.0064,+26 05 25.408,26 05 25.4241,4 40 08.0045,0.0007561951336361708,0.030716628913276724,,5.727,-20.132,,18.712099075317383,12.406000137329102,10.248000144958496,8.869000434875488,,True
V* V892 Tau B,04 18 40.7286,+28 19 19.283,,,Star,Star,*,04 18 40.7308,+28 19 19.269,28 19 19.2832,4 18 40.7287,0.001288680335078327,0.031215310394853386,,6.908,-24.014,,18.718399047851562,,,10.383000373840332,,True
2MASS J04401447+2729112,04 40 14.4861,+27 29 11.285,,M7.25,low-mass*,Low-mass star (M<1solMass),LM*,04 40 14.4882,+27 29 11.269,27 29 11.2854,4 40 14.4862,0.000882514139732095,0.03170286332071597,,10.266,-27.402,,18.738399505615234,14.369999885559082,13.8100004196167,13.329999923706055,,True
2MASS J04361038+2259560,04 36 10.3838,+22 59 56.003,,M8Ve,YSO,Young Stellar Object,Y*O,04 36 10.3858,+22 59 55.987,22 59 56.003,4 36 10.3838,0.0005861151188936306,0.03142473151497153,22.520000457763672,10.807,-15.959,,18.78820037841797,13.753999710083008,12.76200008392334,12.168999671936035,16.809999465942383,True
V* HU Cha B,11 09 17.9192,-76 30 29.980,,,Star,Star,*,11 09 17.9255,-76 30 29.993,-76 30 29.9803,11 09 17.9192,0.00034178326754080653,0.025357149931079317,,,,,18.79599952697754,,,,,True
BKLT J162538-242238,16 25 38.1274,-24 22 36.198,,M0,YSO,Young Stellar Object,Y*O,16 25 38.1294,-24 22 36.184,-24 22 36.1989,16 25 38.1275,0.001350509872875555,0.030306542830097274,,-5.497,-25.176,,18.804500579833984,12.838000297546387,10.753000259399414,9.545000076293945,,True
2MASS J15430227-3444059,15 43 02.2758,-34 44 06.168,,,Candidate_YSO,Young Stellar Object Candidate,Y*?,15 43 02.2782,-34 44 06.157,-34 44 06.1689,15 43 02.2759,0.0011499241482728038,0.03130364941294817,,-0.852,-0.077,18.350000381469727,18.85260009765625,16.579999923706055,15.59000015258789,14.621000289916992,,True
V* HM Cha,11 07 57.2859,-77 17 26.245,,M0.75-M1.75,Orion_V*,Variable Star of Orion Type,Or*,11 07 57.2926,-77 17 26.259,-77 17 26.2457,11 07 57.286,0.0007000455990715847,0.02567046808758272,,-23.451,0.384,20.899999618530273,18.88450050354004,13.87399959564209,11.489999771118164,9.954000473022461,17.139999389648438,True
2MASS J16070854-3914075,16 07 08.5541,-39 14 07.513,,M1.75,low-mass*,Low-mass star (M<1solMass),LM*,16 07 08.5566,-39 14 07.499,-39 14 07.5132,16 07 08.5542,0.0006861764213967696,0.031734135494918964,,-12.105,-24.01,18.670000076293945,18.88789939880371,15.220000267028809,13.130000114440918,11.562999725341797,17.860000610351562,True
2MASS J11160287-7624533,11 16 02.7637,-76 24 53.241,,K7-M0,YSO,Young Stellar Object,Y*O,11 16 02.7701,-76 24 53.254,-76 24 53.2417,11 16 02.7637,0.0006760793626663655,0.025576731847303705,19.600000381469727,,,18.470000381469728,18.899599075317383,15.803999900817871,14.972999572753906,14.605999946594238,17.25,True
PSO J071.6033+17.0281,04 46 24.8071,+17 01 41.376,,M6.9,low-mass*,Low-mass star (M<1solMass),LM*,04 46 24.8089,+17 01 41.360,17 01 41.3767,4 46 24.8071,0.001004128362481925,0.030172731988566834,,3.584,-13.705,,18.9419002532959,13.690999984741211,12.54699993133545,11.911999702453613,,True
2MASS J16070384-3911113,16 07 03.8309,-39 11 11.679,,M4.5,YSO,Young Stellar Object,Y*O,16 07 03.8334,-39 11 11.665,-39 11 11.6791,16 07 03.8309,0.0005943761964854356,0.03180712273237875,,,,18.790000915527344,18.955699920654297,14.680000305175781,13.767000198364258,13.11299991607666,16.799999237060547,True
2MASS J04414489+2301513,04 41 44.8958,+23 01 51.407,,M8.7,low-mass*,Low-mass star (M<1solMass),LM*,04 41 44.8978,+23 01 51.392,23 01 51.4079,4 41 44.8959,0.0011543373118223896,0.031241992760011356,,8.955,-21.431,20.600000381469727,18.966800689697266,14.418999671936035,13.72599983215332,13.16100025177002,,True
2MASS J16101307-3846165,16 10 13.0680,-38 46 16.499,,,YSO,Young Stellar Object,Y*O,16 10 13.0704,-38 46 16.486,-38 46 16.4995,16 10 13.068,0.0007146281697622641,0.03073014242183365,,-17.623,-26.118,19.149999618530273,18.973800659179688,15.866000175476074,15.029000282287598,13.913999557495117,17.420000076293945,True
2MASS J16081497-3857145,16 08 14.9860,-38 57 14.441,,4.75,YSO,Young Stellar Object,Y*O,16 08 14.9885,-38 57 14.428,-38 57 14.4418,16 08 14.986,0.0009925573919112776,0.031787835928157225,,-18.468,-25.943,18.93000030517578,19.02280044555664,15.210000038146973,14.210000038146973,13.130000114440918,17.420000076293945,True
[NC98] Cha HA  9,11 07 18.5742,-77 32 51.553,,M5.5e,brownD*,Brown Dwarf (M<0.08solMass),BD*,11 07 18.5810,-77 32 51.567,-77 32 51.5539,11 07 18.5743,0.0009042643854016413,0.02538072863518594,23.100000381469727,-23.194,-1.307,,19.03700065612793,13.732999801635742,12.491999626159668,11.803000450134277,17.56999969482422,True
[BLH2002] KPNO-Tau  7,04 30 57.2037,+25 56 39.560,,M8Ve,low-mass*,Low-mass star (M<1solMass),LM*,04 30 57.2057,+25 56 39.545,25 56 39.56,4 30 57.2037,0.0006151182683140542,0.03032639016203945,22.06800079345703,5.424,-23.019,,19.042299270629883,14.520000457763672,13.82800006866455,13.270000457763672,17.15999984741211,True
IRAS 04173+2812,04 20 25.8347,+28 19 23.808,,M4,YSO,Young Stellar Object,Y*O,04 20 25.8368,+28 19 23.794,28 19 23.8088,4 20 25.8348,0.001252778819483991,0.030618795223771332,,10.661,-24.222,,19.105300903320312,15.329999923706055,13.42199993133545,11.718000411987305,,True
V* IK Cha,11 10 53.5826,-77 25 00.473,,M4.5,Orion_V*,Variable Star of Orion Type,Or*,11 10 53.5894,-77 25 00.486,-77 25 00.4737,11 10 53.5827,0.0007628661960465512,0.02513356233938021,,-23.391,0.274,,19.126300811767578,14.270999908447266,12.506999969482422,11.33899974822998,17.510000228881836,True
2MASS J04341527+2250309,04 34 15.2773,+22 50 30.804,,M7,YSO,Young Stellar Object,Y*O,04 34 15.2793,+22 50 30.789,22 50 30.8045,4 34 15.2774,0.0012906464637631734,0.030698934343338865,23.427000045776367,10.082,-17.498,,19.14539909362793,13.739999771118164,12.536999702453613,11.848999977111816,,True
Elia 2-31,16 27 27.3790,-24 31 16.473,,,TTau*,T Tau-type Star,TT*,16 27 27.3811,-24 31 16.458,-24 31 16.4736,16 27 27.3791,0.0014856989577561837,0.03145322407630381,,-7.276,-26.885,,19.150699615478516,12.352999687194824,10.383000373840332,9.315999984741211,,True
2MASS J11100785-7727480,11 10 07.8409,-77 27 48.070,,M5.5,Candidate_YSO,Young Stellar Object Candidate,Y*?,11 10 07.8476,-77 27 48.083,-77 27 48.0707,11 10 07.8409,0.0007309065984308183,0.02497311151163474,,-22.833,0.039,,19.171100616455078,13.545000076293945,12.097000122070312,11.342000007629395,17.790000915527344,True
[GY92] 235,16 27 13.8208,-24 43 31.648,,M3.5,YSO,Young Stellar Object,Y*O,16 27 13.8228,-24 43 31.633,-24 43 31.6482,16 27 13.8209,0.0007858110707796459,0.03053227267066627,,-6.64,-24.157,,19.22920036315918,13.324999809265137,11.229999542236328,9.977999687194824,,True
IRAS 04260+2642,04 29 04.9905,+26 49 06.897,,K6,YSO,Young Stellar Object,Y*O,04 29 04.9926,+26 49 06.882,26 49 06.897,4 29 04.9906,0.001060829212104416,0.03094950504095408,,,,,19.282499313354492,14.680000305175781,13.024999618530273,11.883000373840332,,True
V* V1192 Sco,16 08 51.4339,-39 05 30.468,,M5,Orion_V*,Variable Star of Orion Type,Or*,16 08 51.4364,-39 05 30.454,-39 05 30.4682,16 08 51.434,0.0011707425823971412,0.031346906016812844,21.899999618530273,-7.14,-23.618,18.969999313354492,19.28730010986328,15.460000038146973,14.26200008392334,13.300000190734863,18.18000030517578,True
WL 10,16 27 09.1086,-24 34 08.290,,K9,YSO,Young Stellar Object,Y*O,16 27 09.1106,-24 34 08.276,-24 34 08.2909,16 27 09.1086,0.0009811295790534643,0.030706630729284798,,-9.291,-25.671,,19.34510040283203,12.54699993133545,10.187999725341797,8.914999961853027,,True
[BHS98] MHO  1,04 14 26.2709,+28 06 03.288,,M2.5,TTau*,T Tau-type Star,TT*,04 14 26.2730,+28 06 03.274,28 06 03.2886,4 14 26.2709,0.0008480850826058327,0.03091040269934184,,5.54,-27.639,,19.3572998046875,12.475000381469727,9.880000114440918,7.78000020980835,,True
IRAS S04301+2608,04 33 14.3602,+26 14 23.494,,M0,YSO,Young Stellar Object,Y*O,04 33 14.3623,+26 14 23.479,26 14 23.4948,4 33 14.3603,0.0015438593798991287,0.031201451352045294,,8.934,-19.171,,19.415599822998047,14.640000343322754,13.22700023651123,12.496000289916992,,True
WL 18,16 26 48.9801,-24 38 25.150,,M3.5,TTau*,T Tau-type Star,TT*,16 26 48.9821,-24 38 25.135,-24 38 25.1506,16 26 48.9801,0.0008206886977816254,0.030978063342495334,,-4.118,-25.417,19.329999923706055,19.42930030822754,13.5,11.4399995803833,9.97700023651123,17.3799991607666,True
2MASS J04325119+1730092,04 32 51.2023,+17 30 09.218,,M9,YSO,Young Stellar Object,Y*O,04 32 51.2041,+17 30 09.203,17 30 09.2184,4 32 51.2023,0.0004658605670646117,0.029823495575474753,22.579999923706055,11.665,-20.388,,19.432300567626953,14.6899995803833,13.989999771118164,13.5600004196167,,True
